OrderID,CustomerID,CustomerName,Email,Phone,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,TaxRate,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,ShippingAddress,City,State,ZipCode,Country
ORD100501,CUST8512,Customer 8512,customer8512@example.com,+1-555-1221,2023-02-03 15:00:00,PRD527,Product 527,Toys,4,725.6,0.17,0.08,17.32,2619.03,Bank Transfer,Cancelled,1261 Main St,City56,MI,88255,USA
ORD100502,CUST3663,Customer 3663,customer3663@example.com,+1-555-2539,2023-01-16 17:00:00,PRD741,Product 741,Books,1,308.2,0.13,0.08,23.11,312.69,Cash on Delivery,Shipped,1024 Main St,City39,MI,87380,USA
ORD100503,CUST4197,Customer 4197,customer4197@example.com,+1-555-5042,2023-11-10 17:00:00,PRD317,Product 317,Sports,2,369.9,0.18,0.08,23.55,678.72,Credit Card,Processing,1214 Main St,City3,OH,48615,USA
ORD100504,CUST9998,Customer 9998,customer9998@example.com,+1-555-5863,2023-10-31 19:00:00,PRD749,Product 749,Home & Garden,7,519.67,0.02,0.08,23.86,3873.99,Cash on Delivery,Processing,925 Main St,City64,GA,88849,USA
ORD100505,CUST3742,Customer 3742,customer3742@example.com,+1-555-3532,2023-05-23 01:00:00,PRD836,Product 836,Sports,2,145.58,0.04,0.08,5.69,307.56,Cash on Delivery,Delivered,8978 Main St,City39,OH,83648,USA
ORD100506,CUST8116,Customer 8116,customer8116@example.com,+1-555-1416,2023-11-10 18:00:00,PRD473,Product 473,Home & Garden,6,783.93,0.1,0.08,5.6,4577.48,Debit Card,Processing,7018 Main St,City60,GA,70164,USA
ORD100507,CUST8057,Customer 8057,customer8057@example.com,+1-555-7275,2023-06-18 15:00:00,PRD555,Product 555,Sports,7,43.63,0.13,0.08,20.45,307.41,Debit Card,Delivered,4598 Main St,City37,PA,87487,USA
ORD100508,CUST1108,Customer 1108,customer1108@example.com,+1-555-2581,2023-10-25 05:00:00,PRD881,Product 881,Sports,7,953.92,0.23,0.08,14.72,5567.68,Bank Transfer,Cancelled,6930 Main St,City44,NC,18591,USA
ORD100509,CUST5700,Customer 5700,customer5700@example.com,+1-555-1867,2023-10-27 05:00:00,PRD537,Product 537,Automotive,7,266.3,0.24,0.08,9.81,1539.86,Bank Transfer,Processing,7417 Main St,City62,PA,51682,USA
ORD100510,CUST3873,Customer 3873,customer3873@example.com,+1-555-5992,2023-01-04 22:00:00,PRD765,Product 765,Sports,2,550.27,0.14,0.08,10.03,1032.21,Bank Transfer,Shipped,2266 Main St,City16,IL,61632,USA
ORD100511,CUST3763,Customer 3763,customer3763@example.com,+1-555-2351,2023-09-24 13:00:00,PRD552,Product 552,Home & Garden,3,540.44,0.06,0.08,19.76,1665.72,Debit Card,Pending,4781 Main St,City25,NY,91377,USA
ORD100512,CUST6286,Customer 6286,customer6286@example.com,+1-555-5568,2023-05-26 08:00:00,PRD304,Product 304,Health,10,515.48,0.22,0.08,20.74,4363.14,Credit Card,Cancelled,3402 Main St,City60,IL,20784,USA
ORD100513,CUST7049,Customer 7049,customer7049@example.com,+1-555-7054,2023-09-29 18:00:00,PRD517,Product 517,Sports,2,76.66,0.3,0.08,9.36,125.27,Bank Transfer,Processing,3175 Main St,City85,MI,74809,USA
ORD100514,CUST8933,Customer 8933,customer8933@example.com,+1-555-9522,2023-06-26 18:00:00,PRD840,Product 840,Sports,1,29.71,0.08,0.08,15.49,45.01,Debit Card,Pending,7982 Main St,City84,NY,16487,USA
ORD100515,CUST6428,Customer 6428,customer6428@example.com,+1-555-2411,2023-06-25 10:00:00,PRD576,Product 576,Sports,6,364.46,0.29,0.08,6.08,1682.89,Debit Card,Processing,5409 Main St,City47,MI,60499,USA
ORD100516,CUST7585,Customer 7585,customer7585@example.com,+1-555-2112,2023-07-11 02:00:00,PRD775,Product 775,Electronics,6,530.28,0.05,0.08,8.77,3273.17,Debit Card,Shipped,9531 Main St,City16,PA,64970,USA
ORD100517,CUST6027,Customer 6027,customer6027@example.com,+1-555-1059,2023-04-09 13:00:00,PRD587,Product 587,Home & Garden,1,872.38,0.01,0.08,9.74,942.49,Debit Card,Shipped,3310 Main St,City15,TX,58854,USA
ORD100518,CUST2555,Customer 2555,customer2555@example.com,+1-555-9683,2023-01-13 03:00:00,PRD796,Product 796,Health,7,78.3,0.27,0.08,11.77,443.89,Debit Card,Cancelled,1737 Main St,City39,OH,11674,USA
ORD100519,CUST2733,Customer 2733,customer2733@example.com,+1-555-5682,2023-07-16 23:00:00,PRD467,Product 467,Toys,8,955.43,0.15,0.08,8.57,7025.25,Cash on Delivery,Shipped,9863 Main St,City36,NC,32608,USA
ORD100520,CUST6829,Customer 6829,customer6829@example.com,+1-555-1413,2023-01-21 00:00:00,PRD445,Product 445,Sports,1,593.47,0.23,0.08,15.39,508.92,Debit Card,Shipped,3912 Main St,City84,GA,49929,USA
ORD100521,CUST6341,Customer 6341,customer6341@example.com,+1-555-5007,2023-02-26 11:00:00,PRD593,Product 593,Sports,4,161.8,0.16,0.08,10.61,597.75,Debit Card,Pending,5359 Main St,City61,IL,58144,USA
ORD100522,CUST3942,Customer 3942,customer3942@example.com,+1-555-2636,2023-11-07 16:00:00,PRD697,Product 697,Books,1,472.29,0.17,0.08,7.42,430.78,Cash on Delivery,Pending,7533 Main St,City97,CA,51544,USA
ORD100523,CUST4984,Customer 4984,customer4984@example.com,+1-555-5120,2023-06-16 21:00:00,PRD816,Product 816,Sports,6,626.1,0.19,0.08,22.17,3308.44,Credit Card,Pending,4005 Main St,City11,FL,93842,USA
ORD100524,CUST7400,Customer 7400,customer7400@example.com,+1-555-8162,2023-05-30 18:00:00,PRD731,Product 731,Sports,9,916.68,0.02,0.08,17.62,8749.55,Cash on Delivery,Cancelled,6350 Main St,City9,FL,88181,USA
ORD100525,CUST3076,Customer 3076,customer3076@example.com,+1-555-7348,2023-05-10 15:00:00,PRD411,Product 411,Electronics,1,38.76,0.13,0.08,8.01,44.43,PayPal,Processing,1089 Main St,City57,TX,98476,USA
ORD100526,CUST8899,Customer 8899,customer8899@example.com,+1-555-7743,2023-07-07 13:00:00,PRD179,Product 179,Books,6,77.19,0.19,0.08,5.06,410.21,Debit Card,Cancelled,5150 Main St,City80,TX,24132,USA
ORD100527,CUST1899,Customer 1899,customer1899@example.com,+1-555-9666,2023-04-08 11:00:00,PRD536,Product 536,Books,8,249.7,0.13,0.08,10.29,1887.23,Debit Card,Shipped,6694 Main St,City91,MI,19134,USA
ORD100528,CUST9204,Customer 9204,customer9204@example.com,+1-555-6395,2023-05-09 04:00:00,PRD356,Product 356,Toys,1,149.91,0.16,0.08,5.12,141.12,Cash on Delivery,Shipped,5483 Main St,City12,NC,59001,USA
ORD100529,CUST1436,Customer 1436,customer1436@example.com,+1-555-9191,2023-08-30 11:00:00,PRD406,Product 406,Books,5,618.36,0.03,0.08,7.62,3246.59,Debit Card,Cancelled,3505 Main St,City51,OH,78404,USA
ORD100530,CUST3463,Customer 3463,customer3463@example.com,+1-555-2457,2023-04-20 10:00:00,PRD189,Product 189,Books,8,416.44,0.12,0.08,9.8,3176.08,Bank Transfer,Shipped,9369 Main St,City40,OH,54795,USA
ORD100531,CUST9110,Customer 9110,customer9110@example.com,+1-555-4271,2023-07-05 08:00:00,PRD600,Product 600,Home & Garden,8,248.35,0.14,0.08,23.64,1868.98,Credit Card,Processing,830 Main St,City77,TX,49131,USA
ORD100532,CUST5591,Customer 5591,customer5591@example.com,+1-555-9753,2023-04-17 08:00:00,PRD880,Product 880,Sports,9,230.58,0.03,0.08,19.03,2193.03,Credit Card,Cancelled,2353 Main St,City33,OH,56441,USA
ORD100533,CUST6503,Customer 6503,customer6503@example.com,+1-555-6800,2023-12-03 14:00:00,PRD491,Product 491,Books,5,289.97,0.01,0.08,7.62,1557.8,Bank Transfer,Delivered,5847 Main St,City87,GA,59797,USA
ORD100534,CUST2500,Customer 2500,customer2500@example.com,+1-555-8238,2023-02-02 12:00:00,PRD680,Product 680,Books,10,706.91,0.14,0.08,20.77,6586.55,Cash on Delivery,Cancelled,6891 Main St,City24,GA,94016,USA
ORD100535,CUST1396,Customer 1396,customer1396@example.com,+1-555-1746,2023-01-10 01:00:00,PRD814,Product 814,Electronics,5,996.27,0.23,0.08,15.17,4157.66,Debit Card,Cancelled,156 Main St,City15,GA,28228,USA
ORD100536,CUST1148,Customer 1148,customer1148@example.com,+1-555-1823,2023-09-22 07:00:00,PRD539,Product 539,Health,9,741.78,0.1,0.08,21.2,6510.29,Credit Card,Delivered,7024 Main St,City73,TX,62389,USA
ORD100537,CUST5400,Customer 5400,customer5400@example.com,+1-555-7157,2023-05-31 05:00:00,PRD447,Product 447,Home & Garden,6,237.33,0.14,0.08,7.22,1329.81,Debit Card,Processing,7091 Main St,City66,MI,91953,USA
ORD100538,CUST3531,Customer 3531,customer3531@example.com,+1-555-7805,2023-05-12 19:00:00,PRD179,Product 179,Automotive,4,91.26,0.09,0.08,16.16,374.92,Bank Transfer,Cancelled,6840 Main St,City31,IL,18493,USA
ORD100539,CUST3395,Customer 3395,customer3395@example.com,+1-555-3401,2023-06-26 19:00:00,PRD920,Product 920,Sports,7,103.84,0.19,0.08,17.68,653.55,PayPal,Processing,1513 Main St,City92,FL,56534,USA
ORD100540,CUST5003,Customer 5003,customer5003@example.com,+1-555-2039,2023-09-20 21:00:00,PRD419,Product 419,Sports,9,290.92,0.0,0.08,10.74,2838.48,Debit Card,Processing,3013 Main St,City78,NC,17387,USA
ORD100541,CUST8680,Customer 8680,customer8680@example.com,+1-555-7251,2023-07-20 23:00:00,PRD498,Product 498,Sports,5,192.25,0.01,0.08,22.41,1050.18,Cash on Delivery,Shipped,2486 Main St,City77,IL,60528,USA
ORD100542,CUST2488,Customer 2488,customer2488@example.com,+1-555-1564,2023-06-24 14:00:00,PRD682,Product 682,Health,6,757.75,0.22,0.08,20.06,3850.03,Credit Card,Shipped,8350 Main St,City38,NY,72611,USA
ORD100543,CUST3836,Customer 3836,customer3836@example.com,+1-555-7371,2023-12-13 21:00:00,PRD181,Product 181,Electronics,8,688.36,0.29,0.08,9.95,4232.63,Bank Transfer,Shipped,2920 Main St,City92,PA,52839,USA
ORD100544,CUST4146,Customer 4146,customer4146@example.com,+1-555-7392,2023-02-01 04:00:00,PRD927,Product 927,Automotive,5,745.36,0.1,0.08,24.69,3647.14,Credit Card,Delivered,5652 Main St,City4,CA,42242,USA
ORD100545,CUST7108,Customer 7108,customer7108@example.com,+1-555-7872,2023-02-18 22:00:00,PRD359,Product 359,Automotive,1,138.93,0.16,0.08,8.69,134.73,Cash on Delivery,Pending,7403 Main St,City56,CA,70792,USA
ORD100546,CUST8633,Customer 8633,customer8633@example.com,+1-555-5502,2023-07-20 02:00:00,PRD772,Product 772,Books,1,478.42,0.15,0.08,15.37,454.56,Bank Transfer,Pending,7132 Main St,City49,CA,44339,USA
ORD100547,CUST8995,Customer 8995,customer8995@example.com,+1-555-8518,2023-06-05 23:00:00,PRD920,Product 920,Home & Garden,7,431.28,0.08,0.08,7.09,3006.73,Debit Card,Pending,5205 Main St,City13,CA,95619,USA
ORD100548,CUST3476,Customer 3476,customer3476@example.com,+1-555-4324,2023-02-20 23:00:00,PRD598,Product 598,Home & Garden,9,769.31,0.12,0.08,24.67,6605.04,PayPal,Delivered,762 Main St,City33,CA,46714,USA
ORD100549,CUST8119,Customer 8119,customer8119@example.com,+1-555-4881,2023-05-23 12:00:00,PRD872,Product 872,Home & Garden,7,263.27,0.05,0.08,21.34,1912.15,Credit Card,Shipped,662 Main St,City27,TX,71312,USA
ORD100550,CUST7935,Customer 7935,customer7935@example.com,+1-555-4735,2023-04-07 12:00:00,PRD953,Product 953,Home & Garden,2,339.18,0.3,0.08,21.21,534.05,Cash on Delivery,Cancelled,4536 Main St,City95,IL,14106,USA
ORD100551,CUST4248,Customer 4248,customer4248@example.com,+1-555-8439,2023-01-27 15:00:00,PRD862,Product 862,Automotive,4,987.09,0.06,0.08,9.05,4017.43,Credit Card,Pending,7126 Main St,City17,TX,95675,USA
ORD100552,CUST4366,Customer 4366,customer4366@example.com,+1-555-9960,2023-02-08 11:00:00,PRD431,Product 431,Sports,1,647.16,0.13,0.08,5.24,613.31,Debit Card,Shipped,2669 Main St,City73,CA,56486,USA
ORD100553,CUST6401,Customer 6401,customer6401@example.com,+1-555-6553,2023-03-21 08:00:00,PRD808,Product 808,Clothing,10,517.88,0.27,0.08,22.27,4105.24,Credit Card,Pending,5096 Main St,City69,NC,74357,USA
ORD100554,CUST1629,Customer 1629,customer1629@example.com,+1-555-9165,2023-04-14 13:00:00,PRD732,Product 732,Electronics,7,969.68,0.12,0.08,12.78,6463.87,Bank Transfer,Processing,8497 Main St,City99,PA,32420,USA
ORD100555,CUST3270,Customer 3270,customer3270@example.com,+1-555-9420,2023-06-18 04:00:00,PRD480,Product 480,Automotive,3,909.61,0.21,0.08,9.22,2337.46,Credit Card,Processing,4498 Main St,City73,CA,57002,USA
ORD100556,CUST6633,Customer 6633,customer6633@example.com,+1-555-3982,2023-01-08 22:00:00,PRD491,Product 491,Health,1,510.99,0.1,0.08,15.4,512.08,Debit Card,Processing,7729 Main St,City24,GA,77687,USA
ORD100557,CUST4491,Customer 4491,customer4491@example.com,+1-555-8234,2023-02-28 21:00:00,PRD104,Product 104,Toys,6,910.62,0.09,0.08,12.5,5382.24,Bank Transfer,Processing,2426 Main St,City19,NC,83294,USA
ORD100558,CUST7694,Customer 7694,customer7694@example.com,+1-555-2603,2023-08-26 09:00:00,PRD770,Product 770,Automotive,3,640.1,0.28,0.08,17.97,1511.2,Credit Card,Shipped,4201 Main St,City40,MI,36931,USA
ORD100559,CUST4939,Customer 4939,customer4939@example.com,+1-555-4980,2023-11-17 16:00:00,PRD347,Product 347,Clothing,3,878.42,0.05,0.08,11.83,2715.61,Credit Card,Pending,7360 Main St,City85,IL,40666,USA
ORD100560,CUST6632,Customer 6632,customer6632@example.com,+1-555-8576,2023-09-07 03:00:00,PRD255,Product 255,Health,10,913.86,0.21,0.08,8.87,7805.92,PayPal,Pending,9708 Main St,City67,MI,54308,USA
ORD100561,CUST4789,Customer 4789,customer4789@example.com,+1-555-3867,2023-07-28 15:00:00,PRD981,Product 981,Electronics,2,949.27,0.05,0.08,18.19,1966.09,Bank Transfer,Processing,3066 Main St,City10,IL,55124,USA
ORD100562,CUST8095,Customer 8095,customer8095@example.com,+1-555-2415,2023-01-23 13:00:00,PRD536,Product 536,Toys,4,974.61,0.1,0.08,7.11,3796.39,Debit Card,Pending,6516 Main St,City56,NC,75666,USA
ORD100563,CUST2589,Customer 2589,customer2589@example.com,+1-555-9017,2023-05-17 18:00:00,PRD632,Product 632,Automotive,2,58.74,0.17,0.08,18.16,123.47,Credit Card,Processing,6060 Main St,City35,TX,94391,USA
ORD100564,CUST5626,Customer 5626,customer5626@example.com,+1-555-5218,2023-08-24 06:00:00,PRD605,Product 605,Clothing,8,892.92,0.18,0.08,12.89,6339.05,Credit Card,Delivered,4282 Main St,City100,NC,31407,USA
ORD100565,CUST4842,Customer 4842,customer4842@example.com,+1-555-3258,2023-04-29 11:00:00,PRD341,Product 341,Home & Garden,1,320.94,0.04,0.08,9.37,342.12,Credit Card,Shipped,7814 Main St,City32,FL,87651,USA
ORD100566,CUST9337,Customer 9337,customer9337@example.com,+1-555-2915,2023-08-04 03:00:00,PRD286,Product 286,Books,7,461.75,0.01,0.08,12.43,3468.35,Credit Card,Pending,3160 Main St,City4,NC,76799,USA
ORD100567,CUST6270,Customer 6270,customer6270@example.com,+1-555-7470,2023-01-12 08:00:00,PRD171,Product 171,Toys,7,94.51,0.04,0.08,24.18,710.1,Debit Card,Cancelled,7007 Main St,City42,GA,55063,USA
ORD100568,CUST9290,Customer 9290,customer9290@example.com,+1-555-9338,2023-10-12 19:00:00,PRD697,Product 697,Health,10,390.13,0.12,0.08,9.15,3716.95,Debit Card,Shipped,5549 Main St,City58,GA,75324,USA
ORD100569,CUST5493,Customer 5493,customer5493@example.com,+1-555-4635,2023-12-20 11:00:00,PRD798,Product 798,Home & Garden,7,273.21,0.02,0.08,17.77,2041.93,Cash on Delivery,Shipped,8290 Main St,City56,MI,67608,USA
ORD100570,CUST1113,Customer 1113,customer1113@example.com,+1-555-3654,2023-07-05 08:00:00,PRD349,Product 349,Toys,9,308.04,0.28,0.08,22.18,2177.97,Bank Transfer,Shipped,1812 Main St,City28,PA,22072,USA
ORD100571,CUST3852,Customer 3852,customer3852@example.com,+1-555-6247,2023-12-12 07:00:00,PRD936,Product 936,Electronics,4,154.0,0.14,0.08,9.3,581.44,Debit Card,Pending,1115 Main St,City96,IL,87288,USA
ORD100572,CUST7077,Customer 7077,customer7077@example.com,+1-555-5035,2023-06-24 21:00:00,PRD474,Product 474,Electronics,7,869.57,0.13,0.08,23.39,5742.73,Credit Card,Cancelled,5878 Main St,City87,TX,65148,USA
ORD100573,CUST3690,Customer 3690,customer3690@example.com,+1-555-1946,2023-12-11 14:00:00,PRD640,Product 640,Automotive,7,845.04,0.12,0.08,23.79,5645.67,Credit Card,Delivered,7962 Main St,City34,IL,85651,USA
ORD100574,CUST2451,Customer 2451,customer2451@example.com,+1-555-4804,2023-01-14 20:00:00,PRD540,Product 540,Health,5,378.05,0.3,0.08,13.32,1442.35,Debit Card,Cancelled,8552 Main St,City12,PA,89870,USA
ORD100575,CUST6960,Customer 6960,customer6960@example.com,+1-555-2194,2023-07-09 06:00:00,PRD207,Product 207,Toys,10,33.36,0.01,0.08,14.44,371.13,Cash on Delivery,Processing,7041 Main St,City96,TX,80403,USA
ORD100576,CUST2009,Customer 2009,customer2009@example.com,+1-555-4139,2023-12-06 21:00:00,PRD514,Product 514,Automotive,8,310.4,0.13,0.08,13.17,2346.38,Debit Card,Delivered,12 Main St,City39,IL,31763,USA
ORD100577,CUST5748,Customer 5748,customer5748@example.com,+1-555-7338,2023-01-22 10:00:00,PRD432,Product 432,Health,6,86.76,0.13,0.08,23.87,512.99,Debit Card,Processing,8399 Main St,City87,FL,21831,USA
ORD100578,CUST9269,Customer 9269,customer9269@example.com,+1-555-9748,2023-05-05 13:00:00,PRD520,Product 520,Health,1,617.85,0.01,0.08,18.78,679.39,Bank Transfer,Cancelled,4187 Main St,City69,FL,93552,USA
ORD100579,CUST8173,Customer 8173,customer8173@example.com,+1-555-8008,2023-01-24 15:00:00,PRD467,Product 467,Health,10,998.67,0.17,0.08,10.3,8962.38,Credit Card,Cancelled,9409 Main St,City96,NY,65042,USA
ORD100580,CUST3056,Customer 3056,customer3056@example.com,+1-555-6067,2023-11-03 11:00:00,PRD735,Product 735,Books,8,223.74,0.23,0.08,22.45,1510.95,Cash on Delivery,Pending,8615 Main St,City23,GA,36670,USA
ORD100581,CUST3505,Customer 3505,customer3505@example.com,+1-555-7657,2023-05-29 01:00:00,PRD998,Product 998,Electronics,8,283.39,0.23,0.08,14.39,1899.73,PayPal,Cancelled,5619 Main St,City81,OH,62389,USA
ORD100582,CUST6463,Customer 6463,customer6463@example.com,+1-555-2730,2023-04-22 06:00:00,PRD992,Product 992,Clothing,9,102.57,0.21,0.08,14.54,802.15,Credit Card,Processing,2994 Main St,City89,PA,67829,USA
ORD100583,CUST5396,Customer 5396,customer5396@example.com,+1-555-1594,2023-10-29 03:00:00,PRD996,Product 996,Sports,4,742.49,0.02,0.08,19.12,3162.53,Debit Card,Pending,9678 Main St,City51,OH,83925,USA
ORD100584,CUST5080,Customer 5080,customer5080@example.com,+1-555-6840,2023-06-19 22:00:00,PRD782,Product 782,Toys,6,760.59,0.27,0.08,7.27,3605.16,Bank Transfer,Pending,407 Main St,City11,MI,13014,USA
ORD100585,CUST6457,Customer 6457,customer6457@example.com,+1-555-7326,2023-09-05 06:00:00,PRD716,Product 716,Automotive,4,423.34,0.22,0.08,11.64,1438.13,Bank Transfer,Shipped,4416 Main St,City4,MI,93876,USA
ORD100586,CUST4048,Customer 4048,customer4048@example.com,+1-555-9055,2023-05-05 22:00:00,PRD647,Product 647,Health,4,734.55,0.16,0.08,8.25,2673.79,PayPal,Cancelled,7064 Main St,City61,MI,50541,USA
ORD100587,CUST6211,Customer 6211,customer6211@example.com,+1-555-8525,2023-02-06 11:00:00,PRD248,Product 248,Books,2,901.48,0.12,0.08,9.07,1722.6,Credit Card,Shipped,1540 Main St,City12,TX,46388,USA
ORD100588,CUST7189,Customer 7189,customer7189@example.com,+1-555-5475,2023-12-10 20:00:00,PRD394,Product 394,Books,6,145.22,0.13,0.08,16.51,835.2,Cash on Delivery,Processing,4646 Main St,City30,PA,84242,USA
ORD100589,CUST1088,Customer 1088,customer1088@example.com,+1-555-4984,2023-07-21 06:00:00,PRD570,Product 570,Clothing,10,807.39,0.14,0.08,11.37,7510.41,Debit Card,Shipped,9744 Main St,City39,FL,44607,USA
ORD100590,CUST2809,Customer 2809,customer2809@example.com,+1-555-6406,2023-01-20 09:00:00,PRD236,Product 236,Books,2,622.76,0.26,0.08,21.08,1016.5,Credit Card,Shipped,3899 Main St,City15,NY,44698,USA
ORD100591,CUST2444,Customer 2444,customer2444@example.com,+1-555-2231,2023-09-19 18:00:00,PRD878,Product 878,Toys,1,879.37,0.17,0.08,9.94,798.21,Debit Card,Pending,6447 Main St,City26,OH,42578,USA
ORD100592,CUST6421,Customer 6421,customer6421@example.com,+1-555-2181,2023-07-21 04:00:00,PRD681,Product 681,Home & Garden,6,152.85,0.07,0.08,9.37,930.51,PayPal,Cancelled,8106 Main St,City91,NC,24815,USA
ORD100593,CUST6074,Customer 6074,customer6074@example.com,+1-555-2469,2023-03-07 02:00:00,PRD610,Product 610,Books,2,41.36,0.18,0.08,21.66,94.92,Bank Transfer,Pending,2460 Main St,City44,NC,55836,USA
ORD100594,CUST4620,Customer 4620,customer4620@example.com,+1-555-7048,2023-05-10 08:00:00,PRD542,Product 542,Home & Garden,1,895.96,0.03,0.08,23.76,962.37,Credit Card,Pending,1852 Main St,City100,PA,90605,USA
ORD100595,CUST2024,Customer 2024,customer2024@example.com,+1-555-8302,2023-12-15 07:00:00,PRD915,Product 915,Books,6,302.77,0.18,0.08,14.18,1622.98,Credit Card,Shipped,91 Main St,City50,MI,99672,USA
ORD100596,CUST9316,Customer 9316,customer9316@example.com,+1-555-3376,2023-09-20 18:00:00,PRD422,Product 422,Health,6,708.63,0.13,0.08,9.0,4003.97,Cash on Delivery,Pending,455 Main St,City20,TX,42530,USA
ORD100597,CUST8734,Customer 8734,customer8734@example.com,+1-555-2741,2023-10-31 02:00:00,PRD928,Product 928,Home & Garden,9,545.98,0.19,0.08,23.2,4321.81,Cash on Delivery,Pending,8594 Main St,City60,FL,47863,USA
ORD100598,CUST3642,Customer 3642,customer3642@example.com,+1-555-7999,2023-10-13 06:00:00,PRD935,Product 935,Health,10,105.53,0.01,0.08,20.86,1149.19,Bank Transfer,Delivered,8077 Main St,City42,OH,19480,USA
ORD100599,CUST3968,Customer 3968,customer3968@example.com,+1-555-7370,2023-03-05 08:00:00,PRD328,Product 328,Automotive,7,795.87,0.07,0.08,20.96,5616.56,Bank Transfer,Pending,7091 Main St,City100,IL,98766,USA
ORD100600,CUST6338,Customer 6338,customer6338@example.com,+1-555-5692,2023-05-04 23:00:00,PRD159,Product 159,Clothing,7,352.82,0.09,0.08,12.74,2440.0,Debit Card,Pending,5888 Main St,City29,IL,49537,USA
ORD100601,CUST3943,Customer 3943,customer3943@example.com,+1-555-3978,2023-11-09 20:00:00,PRD903,Product 903,Books,10,947.69,0.18,0.08,13.8,8406.54,Cash on Delivery,Delivered,5895 Main St,City24,NY,55719,USA
ORD100602,CUST8524,Customer 8524,customer8524@example.com,+1-555-4238,2023-03-17 06:00:00,PRD118,Product 118,Toys,10,371.21,0.18,0.08,14.34,3301.78,Debit Card,Pending,4034 Main St,City14,PA,76951,USA
ORD100603,CUST7624,Customer 7624,customer7624@example.com,+1-555-2536,2023-04-20 08:00:00,PRD368,Product 368,Clothing,1,295.13,0.04,0.08,14.39,320.38,Credit Card,Processing,3370 Main St,City54,GA,62426,USA
ORD100604,CUST4140,Customer 4140,customer4140@example.com,+1-555-3028,2023-05-29 00:00:00,PRD954,Product 954,Home & Garden,5,949.5,0.26,0.08,18.97,3813.17,PayPal,Shipped,1497 Main St,City55,OH,48714,USA
ORD100605,CUST4138,Customer 4138,customer4138@example.com,+1-555-4788,2023-07-30 01:00:00,PRD479,Product 479,Toys,1,521.41,0.18,0.08,18.1,479.86,Credit Card,Shipped,9269 Main St,City100,OH,23281,USA
ORD100606,CUST1565,Customer 1565,customer1565@example.com,+1-555-3635,2023-06-04 03:00:00,PRD164,Product 164,Sports,6,576.7,0.06,0.08,15.91,3528.71,Debit Card,Processing,7586 Main St,City48,IL,44811,USA
ORD100607,CUST8710,Customer 8710,customer8710@example.com,+1-555-9119,2023-08-20 14:00:00,PRD900,Product 900,Clothing,10,53.03,0.25,0.08,14.92,444.46,Cash on Delivery,Pending,9398 Main St,City69,MI,77659,USA
ORD100608,CUST1150,Customer 1150,customer1150@example.com,+1-555-6342,2023-05-18 21:00:00,PRD474,Product 474,Clothing,9,963.31,0.28,0.08,22.68,6764.31,Bank Transfer,Processing,4236 Main St,City59,NC,79015,USA
ORD100609,CUST8009,Customer 8009,customer8009@example.com,+1-555-2688,2023-11-25 17:00:00,PRD150,Product 150,Clothing,9,567.31,0.18,0.08,5.54,4527.23,Credit Card,Processing,1496 Main St,City27,NY,68290,USA
ORD100610,CUST5195,Customer 5195,customer5195@example.com,+1-555-9245,2023-11-25 11:00:00,PRD857,Product 857,Books,3,755.23,0.06,0.08,11.88,2312.01,Debit Card,Processing,7869 Main St,City34,GA,14943,USA
ORD100611,CUST4566,Customer 4566,customer4566@example.com,+1-555-2619,2023-12-18 22:00:00,PRD327,Product 327,Books,9,729.29,0.15,0.08,14.0,6039.39,Credit Card,Shipped,2286 Main St,City31,IL,76680,USA
ORD100612,CUST2980,Customer 2980,customer2980@example.com,+1-555-8068,2023-11-15 08:00:00,PRD539,Product 539,Home & Garden,3,615.38,0.1,0.08,17.7,1812.15,Bank Transfer,Processing,4047 Main St,City51,FL,31731,USA
ORD100613,CUST6214,Customer 6214,customer6214@example.com,+1-555-8499,2023-05-30 02:00:00,PRD269,Product 269,Home & Garden,10,623.9,0.22,0.08,15.17,5270.9,PayPal,Cancelled,9523 Main St,City20,TX,57502,USA
ORD100614,CUST6127,Customer 6127,customer6127@example.com,+1-555-6262,2023-04-14 09:00:00,PRD161,Product 161,Home & Garden,4,716.75,0.19,0.08,18.93,2526.98,PayPal,Shipped,3838 Main St,City22,CA,86768,USA
ORD100615,CUST4238,Customer 4238,customer4238@example.com,+1-555-4653,2023-01-01 17:00:00,PRD490,Product 490,Toys,6,970.88,0.03,0.08,5.75,6108.31,Credit Card,Delivered,1926 Main St,City71,CA,84530,USA
ORD100616,CUST3675,Customer 3675,customer3675@example.com,+1-555-4722,2023-02-27 03:00:00,PRD400,Product 400,Home & Garden,10,941.9,0.26,0.08,22.4,7550.06,Debit Card,Delivered,4456 Main St,City18,CA,35375,USA
ORD100617,CUST7257,Customer 7257,customer7257@example.com,+1-555-9636,2023-02-25 21:00:00,PRD863,Product 863,Home & Garden,8,521.38,0.12,0.08,14.91,3979.07,Debit Card,Shipped,8106 Main St,City48,IL,59013,USA
ORD100618,CUST2884,Customer 2884,customer2884@example.com,+1-555-6196,2023-01-31 19:00:00,PRD676,Product 676,Books,9,195.28,0.26,0.08,21.5,1426.11,Cash on Delivery,Delivered,3881 Main St,City3,OH,75460,USA
ORD100619,CUST9331,Customer 9331,customer9331@example.com,+1-555-1985,2023-03-26 06:00:00,PRD368,Product 368,Sports,6,843.11,0.07,0.08,21.07,5101.99,Credit Card,Delivered,343 Main St,City13,OH,80514,USA
